Master Category,Subcategory,Date,Location,Payee,Description,Payment Method,Amount,
"Food/Drink","Groceries","04/30/2012"," ","FALLETTI FOODS","POS PURCHASE -      FALLETTI FOODS           SAN FRANCISCOCA 3671 00582121064473163                          ?MCC=5411","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$28.74",
"Food/Drink","Groceries","04/26/2012"," ","SAFEWAY STORE","POS PURCHASE -      SAFEWAY  STORE           SAN FRANCISCOCA 3671 00382117094981012                          ?MCC=5411","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$28.57",
"Food/Drink","Groceries","04/19/2012"," ","SUPERETTE MARKET","CHECK CRD PURCHASE 04/17 SUPERETTE MARKET        SAN FRANCISCO CA 434256XXXXXX3671 110240006252816                               ?MCC=5499 90","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$10.67",
"Food/Drink","Groceries","04/16/2012"," ","TRADER JOE'S","POS PURCHASE -      TRADER JOE'S #2          LOS ANGELES  CA 3671 00582105158077237                          ?MCC=5411","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$8.37",
"Food/Drink","Groceries","04/09/2012"," ","SAFEW","POS PURCHASE -      SAFEWAY 1507             SAN FRANCISCOCA 3671 0963147                                    ?MCC=5411","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$99.50",
"Food/Drink","Groceries","04/09/2012"," ","SUPERETTE MARKE","POS PURCHASE -      SUPERETTE MARKE          SAN FRANCISCOCA 3671 00000062104318296                          ?MCC=5499","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$31.57",
"Food/Drink","Groceries","04/02/2012"," ","ARGUELLO SUPERM","POS PURCHASE -      ARGUELLO SUPERM          SAN FRANCISCOCA 3671 00302091781812488                          ?MCC=5411","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$83.87",
"Food/Drink","Groceries","03/30/2012"," ","SAFEWAY STORE","POS PURCHASE -      SAFEWAY  STORE           SAN FRANCISCOCA 3671 00462090159041078                          ?MCC=5411","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$8.49",
"Food/Drink","Groceries","03/27/2012"," ","SAFEWAY STORE","POS PURCHASE -      SAFEWAY  STORE           SAN FRANCISCOCA 3671 00582087033948512                          ?MCC=5411","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$67.81",
"Food/Drink","Groceries","03/26/2012"," ","SUPERETTE MARKE","POS PURCHASE -      SUPERETTE MARKE          SAN FRANCISCOCA 3671 00382085643398699                          ?MCC=5499","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$29.37",
"Food/Drink","Groceries","02/27/2012"," ","SAFEWAY STORE","POS PURCHASE -      SAFEWAY  STORE           HEALDSBURG   CA 3671 00462056789182764                          ?MCC=5411","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$20.05",
"Food/Drink","Groceries","02/27/2012"," ","SUPERETTE MARKE","POS PURCHASE -      SUPERETTE MARKE          SAN FRANCISCOCA 3671 00302056234490422                          ?MCC=5499","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$13.12",
"Food/Drink","Groceries","02/21/2012"," ","FALLETTI FOODS","CHECK CRD PURCHASE 02/19 FALLETTI FOODS          SAN FRANCISCO CA 434256XXXXXX3671 052240004151796                               ?MCC=5411 90","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$16.26",
"Food/Drink","Groceries","02/14/2012"," ","SAFEWAY STORE","POS PURCHASE -      SAFEWAY  STORE           SAN FRANCISCOCA 3671 00582045123003581                          ?MCC=5411","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$36.67",
"Food/Drink","Groceries","02/06/2012"," ","SUPERETTE MARKE","POS PURCHASE -      SUPERETTE MARKE          SAN FRANCISCOCA 3671 00382036160130581                          ?MCC=5499","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$10.00",
"Food/Drink","Groceries","02/02/2012"," ","SAFEWAY STORE","POS PURCHASE -      SAFEWAY  STORE           SAN FRANCISCOCA 3671 00582033199741241                          ?MCC=5411","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$8.98",
"Food/Drink","Groceries","01/27/2012"," ","SAFEWAY STORE","POS PURCHASE -      SAFEWAY  STORE           SAN FRANCISCOCA 3671 00382027198843933                          ?MCC=5411","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$11.48",
"Food/Drink","Groceries","01/23/2012"," ","ARGUELLO SUPERMARK","CHECK CRD PURCHASE 01/21 ARGUELLO SUPERMARK      SAN FRANCISCO CA 434256XXXXXX3671 022240013130279                               ?MCC=5411 90","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$18.14",
"Food/Drink","Groceries","01/23/2012"," ","FALLETTI FOODS","POS PURCHASE -      FALLETTI FOODS           SAN FRANCISCOCA 3671 00302022682087475                          ?MCC=5411","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$18.11",
"Food/Drink","Groceries","01/23/2012"," ","SUPERETTE MARKE","POS PURCHASE -      SUPERETTE MARKE          SAN FRANCISCOCA 3671 00302021079920794                          ?MCC=5499","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$28.44",
"Food/Drink","Groceries","01/17/2012"," ","FALLETTI FOODS","POS PURCHASE -      FALLETTI FOODS           SAN FRANCISCOCA 3671 00462017032680165                          ?MCC=5411","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$28.18",
"Food/Drink","Groceries","01/17/2012"," ","FALLETTI FOODS","POS PURCHASE -      FALLETTI FOODS           SAN FRANCISCOCA 3671 00582016045094763                          ?MCC=5411","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$21.24",
"Food/Drink","Groceries","01/17/2012"," ","SAFEWAY STORE","POS PURCHASE -      SAFEWAY  STORE           SAN FRANCISCOCA 3671 00302016038890231                          ?MCC=5411","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$38.04",
"Food/Drink","Groceries","01/17/2012"," ","SUPERETTE MARKE","POS PURCHASE -      SUPERETTE MARKE          SAN FRANCISCOCA 3671 00382014155741827                          ?MCC=5499","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$13.23",
"Food/Drink","Groceries","01/13/2012"," ","SAFEWAY STORE","POS PURCHASE -      SAFEWAY  STORE           SAN FRANCISCOCA 3671 00302013228174942                          ?MCC=5411","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$5.95",
"Food/Drink","Groceries","01/11/2012"," ","SAFEWAY STORE","POS PURCHASE -      SAFEWAY  STORE           SAN FRANCISCOCA 3671 00302011133393047                          ?MCC=5411","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$53.00",
"Food/Drink","Groceries","01/10/2012"," ","FALLETTI FOODS","POS PURCHASE -      FALLETTI FOODS           SAN FRANCISCOCA 3671 00382010095989524                          ?MCC=5411","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$24.90",
"Food/Drink","Groceries","01/09/2012"," ","SUPERETTE MARKE","POS PURCHASE -      SUPERETTE MARKE          SAN FRANCISCOCA 3671 00582007094157490                          ?MCC=5499","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$25.84",
"Food/Drink","Groceries","01/09/2012"," ","SUPERETTE MARKE","POS PURCHASE -      SUPERETTE MARKE          SAN FRANCISCOCA 3671 00582008144457024                          ?MCC=5499","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$28.16",
"Food/Drink","Groceries","01/04/2012"," ","SAFEWAY STORE","POS PURCHASE -      SAFEWAY  STORE           SAN FRANCISCOCA 3671 00382004096411264                          ?MCC=5411","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$60.13",
"Food/Drink","Restaurants","06/28/2013"," ","IKES LAIR WALNUT C","CHECK CRD PURCHASE 06/26 IKES LAIR WALNUT C      WALNUT CREEK  CA 434256XXXXXX8245 083177745845725                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$26.82",
"Food/Drink","Restaurants","06/24/2013"," ","SQ SIGHTGLASS COF","CHECK CRD PURCHASE 06/23 SQ *SIGHTGLASS COF      San Francisco CA 434256XXXXXX8245 283174671121949                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$36.00",
"Food/Drink","Restaurants","06/21/2013"," ","ESCAPE FROM NEW YO","CHECK CRD PURCHASE 06/18 ESCAPE FROM NEW YO      415-4210700   CA 434256XXXXXX8245 003170039151046                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$5.00",
"Food/Drink","Restaurants","06/20/2013"," ","LOTUS LUNCHBOX","CHECK CRD PURCHASE 06/19 LOTUS LUNCHBOX          SAN FRANCISCO CA 434256XXXXXX8245 163170734957586                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$8.70",
"Food/Drink","Restaurants","06/20/2013"," ","TAQUERIA MANA","CHECK CRD PURCHASE 06/18 TAQUERIA MANA           SAN FRANCISCO CA 434256XXXXXX8245 163169722689451                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$10.88",
"Food/Drink","Restaurants","06/14/2013"," ","LEE'S DELI-MONTGOM","CHECK CRD PURCHASE 06/13 LEE'S DELI-MONTGOM      SAN FRANCISCO CA 434256XXXXXX8245 283164735043289                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$6.71",
"Food/Drink","Restaurants","06/13/2013"," ","LEE'S DELI-MONTGOM","CHECK CRD PURCHASE 06/12 LEE'S DELI-MONTGOM      SAN FRANCISCO CA 434256XXXXXX8245 163163719492551                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$6.71",
"Food/Drink","Restaurants","06/11/2013"," ","BURGERMEISTER CAST","CHECK CRD PURCHASE 06/09 BURGERMEISTER CAST      SAN FRANCISCO CA 434256XXXXXX8245 163160107318030                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$24.20",
"Food/Drink","Restaurants","06/10/2013"," ","ESCAPE FROM NEW YO","CHECK CRD PURCHASE 06/06 ESCAPE FROM NEW YO      415-4210700   CA 434256XXXXXX8245 283157709127526                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$7.90",
"Food/Drink","Restaurants","06/10/2013"," ","WONDERLAND RESTAUR","CHECK CRD PURCHASE 06/07 WONDERLAND RESTAUR      415-6695157   CA 434256XXXXXX8245 003159104687872                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$33.44",
"Food/Drink","Restaurants","06/05/2013"," ","AYOLA (KEARNY)","CHECK CRD PURCHASE 06/04 AYOLA (KEARNY)          SAN FRANCISCO CA 434256XXXXXX8245 163155712075787                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$10.33",
"Food/Drink","Restaurants","06/03/2013"," ","MURPHY 'S","CHECK CRD PURCHASE 06/01 MURPHYS                 SAN FRANCISCO CA 434256XXXXXX8245 283152163408340                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$21.00",
"Food/Drink","Restaurants","06/03/2013"," ","SUSHI ROCK","CHECK CRD PURCHASE 05/30 SUSHI ROCK              SAN FRANCISCO CA 434256XXXXXX8245 283150732007961                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$10.07",
"Food/Drink","Restaurants","05/29/2013"," ","ESCAPE FROM NEW YO","CHECK CRD PURCHASE 05/24 ESCAPE FROM NEW YO      415-4210700   CA 434256XXXXXX8245 083144691299701                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$9.25",
"Food/Drink","Restaurants","05/28/2013"," ","ACE HOTEL FOOD AND","CHECK CRD PURCHASE 05/26 ACE HOTEL FOOD AND      PALM          CA 434256XXXXXX8245 003146283909600                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$21.00",
"Food/Drink","Restaurants","05/28/2013"," ","CHINA FUN EXPRESS","CHECK CRD PURCHASE 05/27 CHINA FUN EXPRESS       SAN FRANCISCO CA 434256XXXXXX8245 083147717228364                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$8.35",
"Food/Drink","Restaurants","05/24/2013"," ","LEE'S DELI-MONTGOM","CHECK CRD PURCHASE 05/23 LEE'S DELI-MONTGOM      SAN FRANCISCO CA 434256XXXXXX8245 003143715907669                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$7.80",
"Food/Drink","Restaurants","05/22/2013"," ","LEE'S DELI-MONTGOM","CHECK CRD PURCHASE 05/20 LEE'S DELI-MONTGOM      SAN FRANCISCO CA 434256XXXXXX8245 163140715407600                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$6.71",
"Food/Drink","Restaurants","05/21/2013"," ","LEE'S KITCHEN","CHECK CRD PURCHASE 05/14 LEE'S KITCHEN           SAN FRANCISCO CA 434256XXXXXX8245 003134709000019                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$6.80",
"Food/Drink","Restaurants","05/20/2013"," ","MAGNOLIA GASTROPUB","CHECK CRD PURCHASE 05/18 MAGNOLIA GASTROPUB      SAN FRANCISCO CA 434256XXXXXX8245 283139046081274                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$17.00",
"Food/Drink","Restaurants","05/20/2013"," ","THE H .O .U .S .E","CHECK CRD PURCHASE 05/17 THE HOUSE               SAN FRANCISCO CA 434256XXXXXX8245 283138126414488                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$59.98",
"Food/Drink","Restaurants","05/17/2013"," ","EL FARO","CHECK CRD PURCHASE 05/16 EL FARO                 SAN FRANCISCO CA 434256XXXXXX8245 163136712748257                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$8.10",
"Food/Drink","Restaurants","05/16/2013"," ","LEE'S DELI-MONTGOM","CHECK CRD PURCHASE 05/15 LEE'S DELI-MONTGOM      SAN FRANCISCO CA 434256XXXXXX8245 283135720002607                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$6.71",
"Food/Drink","Restaurants","05/13/2013"," ","ESCAPE FROM NEW YO","CHECK CRD PURCHASE 05/09 ESCAPE FROM NEW YO      415-4210700   CA 434256XXXXXX8245 283129706366947                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$10.05",
"Food/Drink","Restaurants","05/13/2013"," ","MAD DOG IN THE FOG","CHECK CRD PURCHASE 05/10 MAD DOG IN THE FOG      SAN FRANCISCO CA 434256XXXXXX8245 163130129103835                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$27.37",
"Food/Drink","Restaurants","05/13/2013"," ","SQ OAKSIDE CAFE","CHECK CRD PURCHASE 05/11 SQ *OAKSIDE CAFE        San Francisco CA 434256XXXXXX8245 003131623831793                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$10.00",
"Food/Drink","Restaurants","05/13/2013"," ","WONDERLAND RESTAUR","CHECK CRD PURCHASE 05/10 WONDERLAND RESTAUR      415-6695157   CA 434256XXXXXX8245 003131110962636                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$32.04",
"Food/Drink","Restaurants","05/06/2013"," ","PATXI'S PIZZA-HAYE","CHECK CRD PURCHASE 05/04 PATXI'S PIZZA-HAYE      SAN FRANCISCO CA 434256XXXXXX8245 083125041343768                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$38.89",
"Food/Drink","Restaurants","04/29/2013"," ","PIZZA HUT","CHECK CRD PURCHASE 04/27 PIZZA HUT 11723         415-928-4300  CA 434256XXXXXX8245 003118098564586                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$19.24",
"Food/Drink","Restaurants","04/22/2013"," ","INDIAN OVEN","CHECK CRD PURCHASE 04/20 INDIAN OVEN             SAN FRANCISCO CA 434256XXXXXX8245 003111104314873                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$40.90",
"Food/Drink","Restaurants","04/22/2013"," ","SQ REZA KHAJENOUR","CHECK CRD PURCHASE 04/19 SQ *REZA KHAJENOUR      San Francisco CA 434256XXXXXX8245 083109692519196                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$11.39",
"Food/Drink","Restaurants","04/19/2013"," ","AYOLA KEARNY","CHECK CRD PURCHASE 04/18 AYOLA (KEARNY)          SAN FRANCISCO CA 434256XXXXXX8245 083108688317362                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$10.33",
"Food/Drink","Restaurants","04/19/2013"," ","PATXI'S PIZZA-HAYE","CHECK CRD PURCHASE 04/17 PATXI'S PIZZA-HAYE      SAN FRANCISCO CA 434256XXXXXX8245 003108076491108                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$33.17",
"Food/Drink","Restaurants","04/18/2013"," ","LEE'S DELI-MONTGOM","CHECK CRD PURCHASE 04/17 LEE'S DELI-MONTGOM      SAN FRANCISCO CA 434256XXXXXX8245 163107704491432                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$6.71",
"Food/Drink","Restaurants","04/16/2013"," ","GREENBURGERS","CHECK CRD PURCHASE 04/14 GREENBURGERS            SAN FRANCISCO CA 434256XXXXXX8245 283104763504037                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$32.03",
"Food/Drink","Restaurants","04/15/2013"," ","CENTRAL KITCHEN","CHECK CRD PURCHASE 04/13 CENTRAL KITCHEN         SAN FRANCISCO CA 434256XXXXXX8245 003103813084100                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$16.87",
"Food/Drink","Restaurants","04/12/2013"," ","NEWASIA ASIAN CUIS","CHECK CRD PURCHASE 04/11 NEWASIA ASIAN CUIS      SAN FRANCISCO CA 434256XXXXXX4992 083101685222425                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$7.98",
"Food/Drink","Restaurants","04/11/2013"," ","SQ REZA KHAJENOUR","CHECK CRD PURCHASE 04/10 SQ *REZA KHAJENOUR      San Francisco CA 434256XXXXXX4992 283100681707996                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$15.14",
"Food/Drink","Restaurants","04/08/2013"," ","BISTRO","CHECK CRD PURCHASE 04/05 BISTRO 69               SAN FRANCISCO CA 434256XXXXXX4992 003095691806079                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$10.85",
"Food/Drink","Restaurants","04/08/2013"," ","CENTRAL KITCHEN","CHECK CRD PURCHASE 04/06 CENTRAL KITCHEN         SAN FRANCISCO CA 434256XXXXXX4992 163096711984158                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$19.63",
"Food/Drink","Restaurants","04/08/2013"," ","ESCAPE FROM NEW YO","CHECK CRD PURCHASE 04/04 ESCAPE FROM NEW YO      415-4210700   CA 434256XXXXXX4992 163094700665548                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$9.79",
"Food/Drink","Restaurants","04/04/2013"," ","SUPER DUPER BURGER","CHECK CRD PURCHASE 04/03 SUPER DUPER BURGER      SAN FRANCISCO CA 434256XXXXXX4992 003093687459534                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$10.60",
"Food/Drink","Restaurants","04/01/2013"," ","BURGER URGE","CHECK CRD PURCHASE 03/31 BURGER URGE             SAN FRANCISCO CA 434256XXXXXX4992 283091071131989                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$28.38",
"Food/Drink","Restaurants","04/01/2013"," ","ESCAPE FROM NEW YO","CHECK CRD PURCHASE 03/27 ESCAPE FROM NEW YO      415-4210700   CA 434256XXXXXX4992 163086697354296                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$3.95",
"Food/Drink","Restaurants","03/29/2013"," ","NEWASIA ASIAN CUIS","CHECK CRD PURCHASE 03/28 NEWASIA ASIAN CUIS      SAN FRANCISCO CA 434256XXXXXX4992 083087697030785                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$7.98",
"Food/Drink","Restaurants","03/28/2013"," ","SUSHI RAW","CHECK CRD PURCHASE 03/28 SUSHI RAW 3             SAN FRANCISCO CA 434256XXXXXX4992 003087158814379                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$42.72",
"Food/Drink","Restaurants","03/25/2013"," ","ESCAPE FROM NEW YO","CHECK CRD PURCHASE 03/21 ESCAPE FROM NEW YO      415-4210700   CA 434256XXXXXX4992 003080696601495                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$7.90",
"Food/Drink","Restaurants","03/25/2013"," ","RAGAZZA","CHECK CRD PURCHASE 03/22 RAGAZZA                 SAN FRANCISCO CA 434256XXXXXX4992 003082105311175                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$38.06",
"Food/Drink","Restaurants","03/25/2013"," ","SQ OAKSIDE CAFE","CHECK CRD PURCHASE 03/24 SQ *OAKSIDE CAFE        San Francisco CA 434256XXXXXX4992 083083596067543                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$12.20",
"Food/Drink","Restaurants","03/19/2013"," ","KENS KITCHEN","CHECK CRD PURCHASE 03/18 KENS KITCHEN            SAN FRANCISCO CA 434256XXXXXX4992 003078045771689                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$15.60",
"Food/Drink","Restaurants","03/19/2013"," ","PAPALOTE MEXICAN G","CHECK CRD PURCHASE 03/18 PAPALOTE MEXICAN G      SAN FRANCISCO CA 434256XXXXXX4992 283077120502182                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$28.94",
"Food/Drink","Restaurants","03/18/2013"," ","E A T","CHECK CRD PURCHASE 03/15 EAT24HOURS COM          EAT24HOUR.COM CA 434256XXXXXX4992 083075077535316                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$38.72",
"Food/Drink","Restaurants","03/18/2013"," ","FOUNDATION CAFE","CHECK CRD PURCHASE 03/15 FOUNDATION CAFE         SAN FRANCISCO CA 434256XXXXXX4992 163074681611357                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$10.88",
"Food/Drink","Restaurants","03/15/2013"," ","AYOLA KEARNY","CHECK CRD PURCHASE 03/14 AYOLA (KEARNY)          SAN FRANCISCO CA 434256XXXXXX4992 163073697820712                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$10.33",
"Food/Drink","Restaurants","03/14/2013"," ","CAFE VENUE","CHECK CRD PURCHASE 03/13 CAFE VENUE              SAN FRANCISCO CA 434256XXXXXX4992 083072699947606                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$10.72",
"Food/Drink","Restaurants","03/13/2013"," ","EL FARO","CHECK CRD PURCHASE 03/12 EL FARO                 SAN FRANCISCO CA 434256XXXXXX4992 083071693850423                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$9.62",
"Food/Drink","Restaurants","03/12/2013"," ","LEE'S KITCHEN","CHECK CRD PURCHASE 03/08 LEE'S KITCHEN           SAN FRANCISCO CA 434256XXXXXX4992 083067738352947                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$6.80",
"Food/Drink","Restaurants","03/12/2013"," ","PIZZA HUT","CHECK CRD PURCHASE 03/10 PIZZA HUT 11723         415-928-4300  CA 434256XXXXXX4992 083069752088449                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$29.96",
"Food/Drink","Restaurants","03/11/2013"," ","ESCAPE FROM NEW YO","CHECK CRD PURCHASE 03/07 ESCAPE FROM NEW YO      415-4210700   CA 434256XXXXXX4992 283066738707932                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$9.79",
"Food/Drink","Restaurants","03/11/2013"," ","WINE KITCHEN","CHECK CRD PURCHASE 03/08 WINE KITCHEN LLC        SAN FRANCISCO CA 434256XXXXXX4992 003068111691953                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$43.98",
"Food/Drink","Restaurants","03/08/2013"," ","ACME BURGERHAUS","CHECK CRD PURCHASE 03/07 ACME BURGERHAUS         SAN FRANCISCO CA 434256XXXXXX4992 163066130175204                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$22.62",
"Food/Drink","Restaurants","03/06/2013"," ","CHINA FUN EXPRESS","CHECK CRD PURCHASE 03/05 CHINA FUN EXPRESS       SAN FRANCISCO CA 434256XXXXXX4992 003064737840096                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$9.10",
"Food/Drink","Restaurants","03/01/2013"," ","EL FARO","CHECK CRD PURCHASE 02/28 EL FARO                 SAN FRANCISCO CA 434256XXXXXX4992 283059745921082                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$8.10",
"Food/Drink","Restaurants","02/27/2013"," ","SUPER DUPER BURGER","CHECK CRD PURCHASE 02/26 SUPER DUPER BURGER      SAN FRANCISCO CA 434256XXXXXX4992 163057725350392                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$12.23",
"Food/Drink","Restaurants","02/25/2013"," ","ESCAPE FROM NEW YO","CHECK CRD PURCHASE 02/22 ESCAPE FROM NEW YO      415-4210700   CA 434256XXXXXX4992 283053715794579                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$9.50",
"Food/Drink","Restaurants","02/25/2013"," ","MAD DOG IN THE FOG","CHECK CRD PURCHASE 02/23 MAD DOG IN THE FOG      SAN FRANCISCO CA 434256XXXXXX4992 283054211542745                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$32.50",
"Food/Drink","Restaurants","02/25/2013"," ","RAGAZZA","CHECK CRD PURCHASE 02/24 RAGAZZA                 SAN FRANCISCO CA 434256XXXXXX4992 003056157991927                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$36.97",
"Food/Drink","Restaurants","02/19/2013"," ","BAR CRUDO","CHECK CRD PURCHASE 02/18 BAR CRUDO               SAN FRANCISCO CA 434256XXXXXX4992 163049222794477                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$100.55",
"Food/Drink","Restaurants","02/19/2013"," ","ESCAPE FROM NEW YO","CHECK CRD PURCHASE 02/14 ESCAPE FROM NEW YO      415-4210700   CA 434256XXXXXX4992 003045724455653                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$3.95",
"Food/Drink","Restaurants","02/14/2013"," ","NEWASIA ASIAN CUIS","CHECK CRD PURCHASE 02/13 NEWASIA ASIAN CUIS      SAN FRANCISCO CA 434256XXXXXX4992 163044741399601                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$6.84",
"Food/Drink","Restaurants","02/12/2013"," ","CHILI UP","CHECK CRD PURCHASE 02/11 CHILI UP                SAN FRANCISCO CA 434256XXXXXX4992 283042742399530                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$9.70",
"Food/Drink","Restaurants","02/07/2013"," ","CHILI UP","CHECK CRD PURCHASE 02/06 CHILI UP                SAN FRANCISCO CA 434256XXXXXX4992 163037738501984                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$9.50",
